Name,Email,Mobile
"
            GURU URBAN RURAL UPLIFTMENT(REGD.)            990254
",doctoryadav1@yahoo.com,
"
            DHM INSTITUTE OF MANAGEMENT            990259
",dhmdspresident@yahoo.com,9811451707
"
            VIDHYA JYOTI ASSOCIATION FOR            990294
",,9810344029
"
            ACTION FOR SELF RELIIANCE AND ALTER            990299
",,
"
            TRAINING CUM PRODUCTION CENTRE            990305
",,9871034454
"
            TRAINING CUM PRODUCTION CENTRE            990309
",,9868735419
"
            TRINING CUM PRODUCTION CENTRE            990311
",,9873723819
"
            SOCIETY FOR DEVELOPMENT OF            990318
",sdtveducation@gmail.com,931210442
"
            DELHI COUNCIL FOR CHILD WELFARE            990324
",delhi.council@gmail.com,
"
            VAISH AGGARWAL SABHA(REGD.)            990327
",vasvikaspuri@gmail.com,
"
            POINEER CONVENT SR.SEC.SCHOOL            990331
",,
"
            DON BOSCO YUVA KENDRA            M99097
",dbyk@vsnl.net,
"
            Shramik Vidyapeeth            670005
",,
"
            KASTURBA GANDHI AWASIYA BALIKA            670050
",,
"
            Kasturba Gandhi Balika Awasiya            670056
",,
"
            Kasturba Gandhi Balika Awasiya            670057
",,
"
            Kasturba Gandhi Balika Awasiya            670058
",,
"
            Kasturba Gandhi Balika Awasiya            670059
",,
"
            Kasturba Gandhi Balika Awasiya            670060
",,9251356025
"
            MATA KALAWATI INSTITUTE.OF            670197
",mkchikista@hotmail.com,
"
            PRERNA COLLEGE            670229
",,
"
            KASTURBA GANDHI AWASIYA VIDYALAYA            670055
",,
"
            Kasturba Gandhi Balika Awasiya            670061
",,
"
            Kasturba Gandhi Balika Awasiya            670062
",,
"
            Kasturba Gandhi Balika Awasiya            670063
",,
"
            Kasturba Gandhi Balika Awasiya            670064
",,
"
            Kasturba Gandhi Balika Awasiya            670065
",,
"
            Kasturba Gandhi Balika Awasiya            670066
",,
"
            Kasturba Gandhi Balika Awasiya            670067
",,
"
            Kasturba Gandhi Balika Awasiya            670068
",,
"
            RAJSHANI INSTITUTE OF PARAMEDICAL            670195
",,
"
            DEEP INTERNATIONAL EDUCATION            670196
",,
"
            KASTURBA GANDHI BALIKA AWASIYA            670205
",,
"
            THARE NURSING HOME            670214
",drmnthareja@yahoo.com,
"
            SOPAN INSTITUTE OF SC.,TECH.& MGT.            670236
",info@sistm.in,
"
            KALPTARU YOGA SANSTHAN            670251
",kalptaru.yoga@gmail.com,9829302589
"
            Kasturba Gandhi Balika Awasiya            670069
",,
"
            Kasturba Gandhi Balika Awasiya            670070
",,
"
            Kasturba Gandhi Balika Awasiya            670071
",,
"
            KASTURBA GANDHI BALIKA AWASIYA            670209
",,
"
            Kasturba Gandhi Balika Awasiya            670072
",,9460679041
"
            Kasturba Gandhi Balika Awasiya            670073
",,
"
            Kasturba Gandhi Balika Awasiya            670074
",,9667150065
"
            Kasturba Gandhi Balika Awasiya            670075
",,9610142836
"
            KASTURBA GANDHI BALIKA AWASIYA            670203
",,
"
            Kasturba Gandhi Balika Awasiya            670076
",,
"
            Kasturba Gandhi Balika Awasiya            670077
",,9509985998
"
            Kasturba Gandhi Balika Awasiya            670078
",,9680398818
"
            Kasturba Gandhi Balika Awasiya            670079
",,
"
            KASTURBA GANDHI BALIKA AWASIYA            670204
",,
"
            KASTURBA GANDHI BALIKA AVASIYA            670227
",,
"
            Kasturba Gandhi Balika Awasiya            670080
",,
"
            Kasturba Gandhi Balika Awasiya            670081
",,
"
            Kasturba Gandhi Balika Awasiya            670082
",,9828041491
"
            Kasturba Gandhi Balika Awasiya            670083
",,
"
            Kasturba Gandhi Balika Awasiya            670084
",,564821122
"
            Kasturba Gandhi Balika Awasiya            670085
",,
"
            HOTEL BHARATPUR ASHOK            670198
",itdchba@snacharnet.in,
"
            SHREE GEE INSTITUTE OF MANAGEMENT            670220
",samiti@gmail.com,
"
            Kasturba Gandhi Balika Awasiya            670086
",,148727610
"
            Kasturba Gandhi Balika Awasiya            670087
",,
"
            Kasturba Gandhi Balika Awasiya            670088
",,
"
            Kasturba Gandhi Balika Awasiya            670089
",,148626448
"
            Kasturba Gandhi Balika Awasiya            670090
",,
"
            Kasturba Gandhi Balika Awasiya            670091
",,
"
            Kasturba Gandhi Balika Awasiya            670092
",,148292003
"
            Kasturba Gandhi Balika Awasiya            670093
",,
"
            KASTURBA GANDHI BALIKA AWASIYA            670210
",,148422916
"
            KASTURBA GANDHI AWASIYA BALIKA            670049
",,
"
            Kasturba Gandhi Balika Awasiya            670094
",,
"
            Kasturba Gandhi Balika Awasiya            670095
",rajssa-kgbvkakku@yahoo.com,
"
            Kasturba Gandhi Balika Awasiya            670096
",,152321104
"
            KASTURBA GANDHI BALIKA AWASIYA            670212
",,
"
            Kasturba Gandhi Balika Awasiya            670097
",,
"
            Kasturba Gandhi Balika Awasiya            670145
",,
"
            KASTURBA GANDHI BALIKA AWASIYA            670231
",rajssa_hindoli@yahoo.com,9413174759
"
            Kasturba Gandhi Balika Awasiya            670098
",,
"
            Kasturba Gandhi Balika Awasiya            670099
",,
"
            Kasturba Gandhi Balika Awasiya            670100
",,
"
            Kasturba Gandhi Balika Awasiya            670101
",,
"
            Kasturba Gandhi Balika Awasiya            670102
",,
"
            Kasturba Gandhi Balika Awasiya            670103
",,
"
            Kasturba Gandhi Balika Awasiya            670104
",,
"
            Kasturba Gandhi Balika Awasiya            670105
",,
"
            Bharti Nurs.Home&Paramedical C            670028
",,
"
            KASTURBA GANDHI AWASIYA BALIKA            670054
",,
"
            Kasturba Gandhi Balika Awasiya            670106
",,
"
            Kasturba Gandhi Balika Awasiya            670107
",,
"
            Kasturba Gandhi Balika Awasiya            670108
",,9772882194
"
            Kasturba Gandhi Balika Awasiya            670109
",,9649488921
"
            Kasturba Gandhi Balika Awasiya            670110
",,9001814603
"
            MAHARISHI COMPUTER & MGMT COLLEGE            670211
",lalit.poonia@gmail.com,
"
            Kasturba Gandhi Balika Awasiya            670111
",,
"
            Kasturba Gandhi Balika Awasiya            670112
",,
"
            Kasturba Gandhi Balika Awasiya            670113
",,
"
            S.M.C.K.G.B.V            670230
",,
"
            Kasturba Gandhi Balika Awasiya            670114
",,941324402
"
            Kasturba Gandhi Balika Awasiya            670115
",,
"
            Kasturba Gandhi Balika Awasiya            670116
",,
"
            Kasturba Gandhi Balika Awasiya            670117
",,
"
            Kasturba Gandhi Balika Awasiya            670118
",,
"
            Kasturba Gandhi Balika Awasiya            670119
",,
"
            Kasturba Gandhi Balika Awasiya            670120
",,
"
            KASTURBA GANDHI AWASIYA BALIKA            670051
",,
"
            SHRI GURU NANAK KHALSA PUBLIC            M67034
",,
"
            M/s Creative Computer            670006
",,
"
            PODDAR MANAGEMENT & TRAINING            670009
",poddarcollege@gmail.com,
"
            Lok Shikshan Sansthan            670015
",,
"
            NATIONAL INSTITUTE OF PARAMEDI            670023
",nimtedu@yahoo.com,982903134
"
            Era Industiral Training Instit            670030
",,
"
            XAVIER VOCATIONAL INSTITUTE            670033
",gpeter@rediffmail.com,946006080
"
            NMP Medical Recharch Institute            670038
",,982952258
"
            MANSA MANAV VIKAS SANSTHAN PO-UNIT            670046
",mansama.training53@gmail.com,9982309761
"
            SWASTHYA KALYAN HOMOEOPATHIC            670047
",,
"
            KASTURBA GANDHI AWASIYA BALIKA            670053
",,
"
            Kasturba Gandhi Balika Awasiya            670121
",,
"
            Kasturba Gandhi Balika Awasiya            670122
",,
"
            Kasturba Gandhi Balika Awasiya            670123
",,
"
            Kasturba Gandhi Balika Awasiya            670124
",,
"
            Kasturba Gandhi Balika Awasiya            670125
",,
"
            HOTEL JAIPUR ASHOK            670199
",jaipurashok@sify.com,
"
            RAINBOW SOCIETY            670200
",redifiningcolours@gmail.com,9982111786
"
            SANTOKBA DURLABHJI MEMORIAL            670216
",sdmhos@bsnl.in,
"
            DEEP NURSING & PARAMEDICAL SCHOOL            670217
",,
"
            SHREE SHYAM INSTITUTE OF MEDICAL &            670219
",,9887463154
"
            NATIONAL MEDICAL HEALTH & SOCIAL            670222
",dr_nc_pawar@yahoo.com,931417587
"
            INSTITUTE OF COOPERATIVE MANAGEMENT            670223
",,
"
            KANDOI INSTITUTE OF RURAL HEALTH            670225
",kandoihospital@rediffmail.com,
"
            HANS INTERNATIONAL SR.SEC.SCHOOL            670232
",hans@gmail.com,9314072166
"
            MANSA INSTT.OF MED.&HEALTH SCIENCES            670237
",mansama.training53@gmail.com,9982309761
"
            SANJEEVANI HOSPITAL & REHAB. CENTRE            670238
",shrcbagru@gmail.com,9001894111
"
            ASHOK INSTT.OF MEDICAL HEALTH &            670239
",varunbhatra@gmail.com,
"
            CAREER POINT MONTESSARY EDU.SOCIETY            670240
",school@gmail.com,988727610
"
            UMANG            670246
",umangjaipur@gmail.com,
"
            MANSA VOCATIONAL MEDICAL HEALTH            670247
",,
"
            INSTITUTE OF MEDICAL SCIENCE &            670248
",imst101@yahoo.co.in,9414072520
"
            GANDHI YOGA AND NATUROPATHY INSTT.            670250
",lifegyani@gmail.com,9414241725
"
            DARUL ULOOM SULTAN HIND            M67234
",,941440366
"
            Kasturba Gandhi Balika Awasiya            670126
",,
"
            Kasturba Gandhi Balika Awasiya            670127
",,
"
            Kasturba Gandhi Balika Awasiya            670128
",,297325401
"
            Kasturba Gandhi Balika Awasiya            670129
",,297821800
"
            Kasturba Gandhi Balika Awasiya            670130
",,9001704282
"
            Kasturba Gandhi Balika Awasiya            670131
",,
"
            Kasturba Gandhi Balika Awasiya            670132
",,
"
            MADARSA KENDARIYA FIZA SIKANDRIYS            M67241
",,
"
            Kasturba Gandhi Balika Awasiya            670133
",,979918340
"
            Kasturba Gandhi Balika Awasiya            670134
",,"0968039933, 0743129511"
"
            Kasturba Gandhi Balika Awasiya            670135
",,935237946
"
            KASTURBA GANDHI BALIKA AWASIYA            670206
",,
"
            SANJEEVANI INSTITUTE OF PARAMEDICAL            670245
",svhakpvt@gmail.com,
"
            KAMALNISHTHA SANSTHAN            670012
",,
"
            Chirawa Training Inst of Medic            670027
",,
"
            Kasturba Gandhi Balika Awasiya            670136
",,
"
            Kasturba Gandhi Balika Awasiya            670137
",,
"
            L N BIRLA NATUROPATHY & YOG KENDRA            670226
",birla_yogakendra@yahoo.com,
"
            Kasturba Gandhi Balika Awasiya            670138
",,292521912
"
            Kasturba Gandhi Balika Awasiya            670139
",,9983285070
"
            Kasturba Gandhi Balika Awasiya            670140
",,
"
            Kasturba Gandhi Balika Awasiya            670141
",,292921760
"
            Kasturba Gandhi Balika Awasiya            670142
",,292227716
"
            Kasturba Gandhi Balika Awasiya            670143
",,
"
            MAULANA ABUL KALAM AZAD MUSLIM            M67235
",,
"
            Kasturba Gandhi Balika Awasiya            670144
",,
"
            LAL BAHADUR SHASTRI SR.SEC.SCHOOL            670194
",contact@lbsgroupkota.com,
"
            JAISWAL PARAMEDICAL INSTITUTE            670215
",jhnikota@gmail.com,
"
            RAJEEV GANDHI COMPUTER SAKSHARTA            670244
",director@rgcsm.org,
"
            Kendriya Jeevan Vigyan Academy            670043
",,
"
            Kasturba Gandhi Balika Awasiya            670146
",,
"
            Kasturba Gandhi Balika Awasiya            670147
",,
"
            Kasturba Gandhi Balika Awasiya            670148
",,
"
            Kasturba Gandhi Balika Awasiya            670149
",,
"
            Kasturba Gandhi Balika Awasiya            670150
",,
"
            Kasturba Gandhi Balika Awasiya            670151
",,
"
            Kasturba Gandhi Balika Awasiya            670152
",,
"
            Kasturba Gandhi Balika Awasiya            670153
",,
"
            Kasturba Gandhi Balika Awasiya            670154
",,158824600
"
            Kasturba Gandhi Balika Awasiya            670155
",,
"
            Kasturba Gandhi Balika Awasiya            670156
",,
"
            KASTURBA GANDHI BALIKA AWASIYA            670207
",,
"
            Kasturba Gandhi Balika Awasiya            670157
",,
"
            Kasturba Gandhi Balika Awasiya            670158
",,
"
            Kasturba Gandhi Balika Awasiya            670159
",,293823310
"
            Kasturba Gandhi Balika Awasiya            670160
",,
"
            Kasturba Gandhi Balika Awasiya            670161
",,
"
            Kasturba Gandhi Balika Awasiya            670162
",,
"
            Kasturba Gandhi Balika Awasiya            670163
",,
"
            Kasturba Gandhi Balika Awasiya            670164
",,
"
            BANGALORE INSTITUTE OF MEDICAL            670243
",bimspali@gmail.com,7737511270
"
            Kasturba Gandhi Balika Awasiya            670168
",,
"
            Kasturba Gandhi Balika Awasiya            670169
",,
"
            Kasturba Gandhi Balika Awasiya            670170
",,
"
            Kasturba Gandhi Balika Awasiya            670171
",,
"
            Kasturba Gandhi Balika Awasiya            670172
",,
"
            TEN INSTITUTE            670233
",ten.trust@gmail.com,9799477566
"
            Kasturba Gandhi Balika Awasiya            670173
",,
"
            Kasturba Gandhi Balika Awasiya            670174
",,
"
            Kasturba Gandhi Balika Awasiya            670175
",,
"
            Kasturba Gandhi Balika Awasiya            670176
",,746321370
"
            KASTURBA GANDHI BALIKA AWASIYA            670202
",,
"
            Kasturba Gandhi Balika Awasiya            670177
",,157227106
"
            Kasturba Gandhi Balika Awasiya            670178
",,
"
            DEEN DAYAL POLUTECHNIC COLLEGE            670249
",ddkiran57@gmail.com,9649172111
"
            Kasturba Gandhi Balika Awasiya            670179
",,
"
            Kasturba Gandhi Balika Awasiya            670180
",,
"
            Kasturba Gandhi Balika Awasiya            670181
",,
"
            KASTURBA GANDHI BALIKA AWASIYA            670208
",,
"
            J WATUMULL GLOBAL HOSPITAL &            670213
",ghre@vcnl.com,
"
            KASTURBA GANDHI AWASIYA BALIKA            670052
",,
"
            Kasturba Gandhi Balika Awasiya            670182
",,
"
            SRI GANGANAGAR INSTITUTE OF            670224
",goyalmukesh27@gmail.com,941409308
"
            Kasturba Gandhi Balika Awasiya            670183
",,
"
            Kasturba Gandhi Balika Awasiya            670184
",,
"
            Kasturba Gandhi Balika Awasiya            670185
",,
"
            Kasturba Gandhi Balika Awasiya            670186
",,
"
            Kasturba Gandhi Balika Awasiya            670187
",,
"
            Chikitsa Jyot Institute of Hea            670031
",,
"
            Kasturba Gandhi Balika Awasiya            670188
",,"9352912886, 0290623023"
"
            Kasturba Gandhi Balika Awasiya            670189
",,
"
            Kasturba Gandhi Balika Awasiya            670190
",,
